Commentaire,star,long_com,mots_neg,trouve_int,trouve_exc,nb_pt,mot_maj,nb_maj,target
vente facticej commande siege auto showroomprive mois commande egalement deux autres articles alles chercher articles arrives mai seuls articles rayon raison ignorons eme article disant retourne service retour or point retrait jamais entrepots eme article aussi dame poste point relai laisse prendre photo ecran outil travail dessus affiche message attention manque paquet commande client peut neanmoins retirer paquets contre remboursement necessaire revenir tard chercher manquants siege auto disparu plusieurs tentatives trouver numero service client showroomprive aucune information donnee site reussi joindre monsieur toute evidence situation ainsi informa colis retourne service retour showroom maintenant impossible renvoyer allai etre rembourse fallait croix siege bebe attendais depuis mois lequel suspendu toutes autres demarches aquissition lorsque demandais monsieur raison eme article retourne autres pu etre retire su quoi repondre lors fis remarquer monsieur eme article jamais arrive point relai encore reponse ainsi compris trompe showroom depit lois protection consommateurs procede vente factice achete siege auto existait moins quantite suffisante satisfaire nombre vente faites site face limites intervention monsieur repondre interrogations soulevait situation demandais parler responsables assura entre allait rappeler lendemain mai aujourd hui mai attends toujours situation inacceptable aucun site vente droit juridiquement abuser consommateur faisant miroiter produits peut ensuite fournir agit vente factice procede puni loi aussi pris photos toutes etapes acheminement articles autre ecran appareil enregistre arrivees departs commandes depot retrait autres articles commandes certain compte rester showroomprive agissements reprehensibles doivent repondre autant pendant mois attente argent compte bien showroomprive viendrait rendre beneficie pendant mois sans raison aucune puisque site vendu produit existait ailleurs menteurs assurant ainsi siege retourne jamais arrive facons mafieuses malhonnetes vais constituer dossier malversation adresser directement association consommateur ainsi assistance juridique dont avocats specialistes coeurs defendre situation ,1,3614,8,0,0,0,2,42,0
decu retour article trop petit voulu essayer site tant nouvelle cliente recommanderai celui ci commande paires chaussures pointure seule paire va autres entant trop petites regarde retourner paires apercoit site informe retenue retour difference remboursee trouve honteux sachant trompee pointure tarif pratiquement moitie paire devais renvoyer site eviter ,1,600,2,0,0,0,0,2,0
passee commande hier soir lot valise tous bien passe jusqu niveau valider operation banque validation faites niveau banque site redirige vers application showroomprive disant commande bien enregistre sous numero suivant sauf aucun numero commande apparait recu mail confirmation commande enceinte besoin valise espere vraiment etre preleve numero commande mail confirmation ,1,602,1,0,0,0,0,6,0
achete store banne mars colis verifie okquelle surprise hier monte impossible regler droitapres regarder plusieurs forum plusieurs personnes probleme store inutilisable euros perduje vais appeler demain pff degoute ,1,304,2,0,0,0,1,6,0
decu commande valise jamais arrivee marquee livree signature gardien sachant aucun gardien residence etais toute journee toute demarche reclammation attestation honneur photocopie cni process dure jours espere bien etre remboursee article renvoye changez transporteur showroom gls cas ere commande derniere ,1,515,3,0,0,0,2,10,0
bonjour stupefaite service client showroomprive lors reception commande apercois deux articles commandes bon telephone service client demande retour jusque aucun probleme sauf etiquette prepayee disponible espace ligne contacte service client mail nouveau telephone toujours etiquette prepayee retour semaine quasiment parle bug informatique dois asseoir remboursement sixieme appel service client dit rappeler heures seconde heures maintenant dit rappeler minutes moque repond mails suivre procedure remboursement comprends bien procedure remboursement peux renvoyer colis sans etiquette prepayee service client desagreable phrases toutes faites sans aucune solution apporter resumer trompent commande premiere arrive font aucun geste commercial fournissent etiquette prepayee remboursement totalement insatisfaite compte appel association consommateurs honteux moquer ainsi clients ,1,1512,6,11,6,17,0,17,0
gens telephone incompetents excusent reglent aucun probleme vaisselle mal emballe expedie poste jamais vu vaisselle poste vaisselle cassee aucun recours showroomprive refuse renvoyer assiette cassee ebrechees propose euros dedommagement or commande service complet assiettes manquantes penalisent service deconseille fortement site amis egalement gros problemes ,1,508,7,0,0,0,0,2,0
effectue commande produits decevants correspondent taille decide appeler sav part souhait retour conseillere telephone desagreable impression deranger raccrochee nez comprendre parler cliente fidele achete regulierement premiere personne aussi desagreable retour dit payerai euros retour aussi paye frais livraisons lors commande decue reflechirai deux avant acheter ,1,687,2,0,0,0,2,12,0
achat meuble television composition murale elements fixer mur achat delai super long bon prenons plait livraison colis abimes montage complique notice bidon visse trop longue meuble abime impossible mettre television dessus prevus passer fils interieur ailleur oblige trous bref trop decu prix abuse conseil ,1,475,4,4,0,4,0,8,0
bonjour commande article paye frais livraison marchandise livre interieur domicile livreur appelle demande descendre recuperer colis refuse celui ci dit mettre colis ascenseur toujours recu colis aussi mail disant colis bien recu toujours nouvelles deconseille commander site show room prive ans client recommence irai concurrence ,1,584,0,0,0,0,0,10,0
decue commande passee vente minelli commande paires chaussures identiques couleurs differentes dont voulais particulierement resultat commande arrivee peu retard qql jours grave mauvaise paire chaussures place celle voulais evidemment pomme puisque modele vente permets paire souhaitai echange renvois mauvaise attendre prochaine vente dit coup repayer frais port vont biensur premiere coup prochaine irai surtout voir concurrence ,2,734,6,10,0,10,0,7,0
showrooprive fuir acheter bijoux di giorgio commande showroomprive bague marque di giorgio argent partie plaque or argent mois celle ci presente defaut plaquage or tient contacte showoomprive expliquant probleme malheureusement annonce garantie bague seulement mois jours garantie showroomprive veut services contactes telephoniques deplorables personnes contact eventuels litiges problemes contentes lire ecrans mal aimables impossible correspondant serieux voila retour experience question commander quoi soi vais porte parole afin sache compare services amazon veepee societe showrooprive annees lumieres service client convenable cas litige ,1,1007,8,4,0,4,1,20,0
commande bague bracelet guessgros lol porte bague seule journee celle ci toute oxyde bracelet presenter traces rayures articles contre facon bagues banal petits commerces oxyde moins vite ,1,307,0,8,0,8,0,6,0
frais transport exorbitant mois delai expedition recevoir finale deux produits bas gamme pourtant chers sans oublier retour eur point relais conclusion deja deconseille finalement ecouter plutot perdre eur ,1,307,3,0,0,0,0,4,0
bonjour pu mettre etoiles explique passe commande mai dernier site promet livraison tard juin sauf bien sure commande toujours cours preparation depuis mai contacte service client chose evidente site bien sure promit regler attends encore sans parler frais livraison assez chers bon assume doit minimum qualite surtout site doit respecter promesses faites client recul lisant peu commentaires surtout note generale ceci peut etre incident isole semblerait normal service deplorables respecte delais livraisons reponses bien sure commande non annulable quelques chose peut presque sites service client inexistant voire indifferent fuyez site eviter commande non recu jamais petite rectification commande bien expediee probleme toujours resolu recois mail vers soir informer articles manquants geste commercial offre bon achat euros partir euros achat blague lol comment dire depenserai argent peut etre lieu investir publicite devraient soucier davantage service client logistique ainsi repondre appels gens ,1,1660,17,0,0,0,3,25,0
clients reguliers depuis annees service deteriore derniers temps fuyez commande store banne recu fevrier ouvrir maintenant mauvaise qualite store montable notice explique materiel arrive endommage temps commande maillot bain bas envoye haut annule dernier moment logique souhaite renvoyer haut renvoi frais demande envoie bas souhaite garder achete ensemble choix sachant telecharger bordereau retour tombee personne peinais comprendre telephone desagreable gros autrement aborde probleme store banne raccroche nez decue prete commander site aucun service clientele digne nom aucun arrangement possible perdu retrouvant store pourra etre monte utilise bas maillot bain belle rentabilite sshowroom prive quelle perte ,1,1342,11,10,0,10,3,29,0
bonsoirj commande bague viens recevoirseulement bague livree rose commande dore erreur showroomje connecte comprendre impossible via application faut ordinateur pratique sauf depuis ordinateur impossible propose retour possible puisque disant livraison cours incroyable commande article livre bon article peux colis ndeg merci ,1,553,3,12,0,12,0,13,0
